week	category	weekly_rank	show_title	season_title	weekly_hours_viewed	cumulative_weeks_in_top_10
2022-02-27	Films (Non-English)	7	A Woman With No Filter	N/A	3850000	1
2022-02-27	Films (Non-English)	8	Todos queremos a alguien	N/A	3670000	1
2022-02-27	Films (Non-English)	9	Compadres	N/A	3310000	1
2022-02-27	Films (Non-English)	10	Lost Paradise	N/A	3310000	1
2022-02-27	TV (English)	1	Inventing Anna	Inventing Anna: Limited Series	130800000	3
2022-02-27	TV (English)	2	Vikings: Valhalla	Vikings: Valhalla: Season 1	80560000	1
2022-02-27	TV (English)	3	Love Is Blind	Love Is Blind: Season 2	53600000	3
2022-02-27	TV (English)	4	One of Us Is Lying	One of Us Is Lying: Season 1	33750000	2
2022-02-27	TV (English)	5	The Cuphead Show!	The Cuphead Show!: Season 1	20850000	2
2022-02-27	TV (English)	6	Sweet Magnolias	Sweet Magnolias: Season 2	18610000	4
2022-02-27	TV (English)	7	Ozark	Ozark: Season 4	12860000	6
2022-02-27	TV (English)	8	Space Force	Space Force: Season 2	12320000	1
2022-02-27	TV (English)	9	Raising Dion	Raising Dion: Season 2	11760000	4
2022-02-27	TV (English)	10	jeen-yuhs: A Kanye Trilogy	N/A	11460000	1
2022-02-27	TV (Non-English)	1	All of Us Are Dead	All of Us Are Dead: Season 1	38860000	5
2022-02-27	TV (Non-English)	2	Café con aroma de mujer	Café con aroma de mujer: Season 1	32540000	9
2022-02-27	TV (Non-English)	3	Juvenile Justice	Juvenile Justice: Season 1	17410000	1
2022-02-27	TV (Non-English)	4	Dark Desire	Dark Desire: Season 2	15010000	4
2022-02-27	TV (Non-English)	5	Toy Boy	Toy Boy: Season 1	12750000	3
2022-02-27	TV (Non-English)	6	Toy Boy	Toy Boy: Season 2	12700000	3
2022-02-27	TV (Non-English)	7	Twenty Five Twenty One	Twenty Five Twenty One: Season 1	11850000	1
2022-02-27	TV (Non-English)	8	Fishbowl Wives	Fishbowl Wives: Season 1	11080000	2
2022-02-27	TV (Non-English)	9	Forecasting Love and Weather	Forecasting Love and Weather: Season 1	11020000	1
2022-02-27	TV (Non-English)	10	Devotion, a Story of Love and Desire	Devotion, a Story of Love and Desire: Season 1	10420000	2
2022-02-20	Films (English)	1	The Tinder Swindler	N/A	34450000	3
2022-02-20	Films (English)	2	Texas Chainsaw Massacre	N/A	29180000	1
2022-02-20	Films (English)	3	Tall Girl 2	N/A	21740000	2
2022-02-20	Films (English)	4	Fistful of Vengeance	N/A	18300000	1
2022-02-20	Films (English)	5	Despicable Me 2	N/A	11510000	3
2022-02-20	Films (English)	6	Abominable	N/A	8960000	1
2022-02-20	Films (English)	7	St. Vincent	N/A	7640000	1
2022-02-20	Films (English)	8	Downfall: The Case Against Boeing	N/A	7420000	1
2022-02-20	Films (English)	9	Despicable Me	N/A	7170000	3
2022-02-20	Films (English)	10	The Vanishing	N/A	7030000	1
2022-02-20	Films (Non-English)	1	Love Tactics	N/A	16860000	2
2022-02-20	Films (Non-English)	2	Through My Window	N/A	13300000	3
2022-02-20	Films (Non-English)	3	Bigbug	N/A	8110000	2
2022-02-20	Films (Non-English)	4	Love and Leashes	N/A	7420000	2
2022-02-20	Films (Non-English)	5	The Privilege	N/A	6760000	2
2022-02-20	Films (Non-English)	6	Parallel Mothers	N/A	6510000	1
2022-02-20	Films (Non-English)	7	Into the Wind	N/A	4890000	2
2022-02-20	Films (Non-English)	8	Parallel Roads	N/A	2710000	1
2022-02-20	Films (Non-English)	9	My Best Friend Anne Frank	N/A	2510000	3
2022-02-20	Films (Non-English)	10	Thoroughbred	N/A	2190000	1
2022-02-20	TV (English)	1	Inventing Anna	Inventing Anna: Limited Series	195970000	2
2022-02-20	TV (English)	2	Love Is Blind	Love Is Blind: Season 2	58960000	2
2022-02-20	TV (English)	3	Sweet Magnolias	Sweet Magnolias: Season 2	29760000	3
2022-02-20	TV (English)	4	Ozark	Ozark: Season 4	17990000	5
2022-02-20	TV (English)	5	Raising Dion	Raising Dion: Season 2	17550000	3
2022-02-20	TV (English)	6	One of Us Is Lying	One of Us Is Lying: Season 1	15390000	1
2022-02-20	TV (English)	7	The Cuphead Show!	The Cuphead Show!: Season 1	14630000	1
2022-02-20	TV (English)	8	Raising Dion	Raising Dion: Season 1	14140000	3
2022-02-20	TV (English)	9	Disenchantment	Disenchantment: Part 4	12300000	2
2022-02-20	TV (English)	10	The Woman in the House Across the Street from the Girl in the Window	The Woman in the House Across the Street from the Girl in the Window: Season 1	11040000	4
2022-02-20	TV (Non-English)	1	All of Us Are Dead	All of Us Are Dead: Season 1	62130000	4
2022-02-20	TV (Non-English)	2	Café con aroma de mujer	Café con aroma de mujer: Season 1	39750000	8
2022-02-20	TV (Non-English)	3	Toy Boy	Toy Boy: Season 2	23810000	2
2022-02-20	TV (Non-English)	4	Dark Desire	Dark Desire: Season 2	22950000	3
2022-02-20	TV (Non-English)	5	Toy Boy	Toy Boy: Season 1	21460000	2
2022-02-20	TV (Non-English)	6	Devotion, a Story of Love and Desire	Devotion, a Story of Love and Desire: Season 1	18880000	1
2022-02-20	TV (Non-English)	7	Fishbowl Wives	Fishbowl Wives: Season 1	15940000	1
2022-02-20	TV (Non-English)	8	Dark Desire	Dark Desire: Season 1	12590000	3
2022-02-20	TV (Non-English)	9	The Queen of Flow	The Queen of Flow: Season 2	11420000	14
2022-02-20	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	10320000	13
2022-02-13	Films (English)	1	The Tinder Swindler	N/A	64700000	2
2022-02-13	Films (English)	2	Tall Girl 2	N/A	27440000	1
2022-02-13	Films (English)	3	13 Hours: The Secret Soldiers of Benghazi	N/A	13270000	2
2022-02-13	Films (English)	4	Despicable Me 2	N/A	13080000	2
2022-02-13	Films (English)	5	Home Team	N/A	10550000	3
2022-02-13	Films (English)	6	Despicable Me	N/A	8950000	2
2022-02-13	Films (English)	7	Dora and the Lost City of Gold	N/A	8750000	1
2022-02-13	Films (English)	8	Faster	N/A	6850000	2
2022-02-13	Films (English)	9	The Power of the Dog	N/A	5460000	3
2022-02-13	Films (English)	10	Don't Look Up	N/A	5360000	8
2022-02-13	Films (Non-English)	1	Through My Window	N/A	34700000	2
2022-02-13	Films (Non-English)	2	The Privilege	N/A	18060000	1
2022-02-13	Films (Non-English)	3	Into the Wind	N/A	10710000	1
2022-02-13	Films (Non-English)	4	Love Tactics	N/A	8960000	1
2022-02-13	Films (Non-English)	5	Love and Leashes	N/A	6680000	1
2022-02-13	Films (Non-English)	6	My Best Friend Anne Frank	N/A	5680000	2
2022-02-13	Films (Non-English)	7	Bigbug	N/A	4400000	1
2022-02-13	Films (Non-English)	8	Child of Kamiari Month	N/A	2660000	1
2022-02-13	Films (Non-English)	9	Looop Lapeta	N/A	2440000	2
2022-02-13	Films (Non-English)	10	Luccas Neto in: The Magical Hotel 2	N/A	2060000	1
2022-02-13	TV (English)	1	Inventing Anna	Inventing Anna: Limited Series	77310000	1
2022-02-13	TV (English)	2	Sweet Magnolias	Sweet Magnolias: Season 2	58150000	2
2022-02-13	TV (English)	3	Raising Dion	Raising Dion: Season 2	30350000	2
2022-02-13	TV (English)	4	Ozark	Ozark: Season 4	24770000	4
2022-02-13	TV (English)	5	Raising Dion	Raising Dion: Season 1	23520000	2
2022-02-13	TV (English)	6	The Woman in the House Across the Street from the Girl in the Window	The Woman in the House Across the Street from the Girl in the Window: Season 1	22020000	3
2022-02-13	TV (English)	7	Love Is Blind	Love Is Blind: Season 2	21780000	1
2022-02-13	TV (English)	8	Sweet Magnolias	Sweet Magnolias: Season 1	21640000	1
2022-02-13	TV (English)	9	Disenchantment	Disenchantment: Part 4	17090000	1
2022-02-13	TV (English)	10	In From the Cold	In From the Cold: Season 1	16310000	3
2022-02-13	TV (Non-English)	1	All of Us Are Dead	All of Us Are Dead: Season 1	113240000	3
2022-02-13	TV (Non-English)	2	Café con aroma de mujer	Café con aroma de mujer: Season 1	51840000	7
2022-02-13	TV (Non-English)	3	Dark Desire	Dark Desire: Season 2	43760000	2
2022-02-13	TV (Non-English)	4	Dark Desire	Dark Desire: Season 1	23650000	2
2022-02-13	TV (Non-English)	5	Toy Boy	Toy Boy: Season 1	18250000	1
2022-02-13	TV (Non-English)	6	Toy Boy	Toy Boy: Season 2	15870000	1
2022-02-13	TV (Non-English)	7	The Queen of Flow	The Queen of Flow: Season 2	13070000	13
2022-02-13	TV (Non-English)	8	I Am Georgina	I Am Georgina: Season 1	11920000	3
2022-02-13	TV (Non-English)	9	Our Beloved Summer	Our Beloved Summer: Season 1	11910000	8
2022-02-13	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11050000	12
2022-02-06	Films (English)	1	The Tinder Swindler	N/A	45800000	1
2022-02-06	Films (English)	2	Home Team	N/A	33630000	2
2022-02-06	Films (English)	3	Despicable Me 2	N/A	14340000	1
2022-02-06	Films (English)	4	13 Hours: The Secret Soldiers of Benghazi	N/A	12980000	1
2022-02-06	Films (English)	5	Transformers: Revenge of the Fallen	N/A	9790000	1
2022-02-06	Films (English)	6	The Royal Treatment	N/A	8510000	3
2022-02-06	Films (English)	7	Don't Look Up	N/A	6930000	7
2022-02-06	Films (English)	8	Despicable Me	N/A	6850000	1
2022-02-06	Films (English)	9	Can You Keep a Secret?	N/A	6410000	1
2022-02-06	Films (English)	10	Faster	N/A	6370000	1
2022-02-06	Films (Non-English)	1	Through My Window	N/A	33250000	1
2022-02-06	Films (Non-English)	2	My Best Friend Anne Frank	N/A	18720000	1
2022-02-06	Films (Non-English)	3	My Father's Violin	N/A	4840000	3
2022-02-06	Films (Non-English)	4	Looop Lapeta	N/A	2460000	1
2022-02-06	Films (Non-English)	5	Lost Bullet	N/A	1570000	3
2022-02-06	Films (Non-English)	6	أصحاب ...ولا أعزّ	N/A	1370000	3
2022-02-06	Films (Non-English)	7	Amandla	N/A	1370000	3
2022-02-06	Films (Non-English)	8	How I Fell in Love with a Gangster	N/A	1270000	5
2022-02-06	Films (Non-English)	9	Fierce	N/A	1250000	2
2022-02-06	Films (Non-English)	10	The Medium	N/A	1180000	1
2022-02-06	TV (English)	1	The Woman in the House Across the Street from the Girl in the Window	The Woman in the House Across the Street from the Girl in the Window: Season 1	60480000	2
2022-02-06	TV (English)	2	Raising Dion	Raising Dion: Season 2	49090000	1
2022-02-06	TV (English)	3	In From the Cold	In From the Cold: Season 1	44800000	2
2022-02-06	TV (English)	4	Ozark	Ozark: Season 4	44630000	3
2022-02-06	TV (English)	5	Sweet Magnolias	Sweet Magnolias: Season 2	43000000	1
2022-02-06	TV (English)	6	Raising Dion	Raising Dion: Season 1	26460000	1
2022-02-06	TV (English)	7	Ozark	Ozark: Season 1	19930000	3
2022-02-06	TV (English)	8	Ozark	Ozark: Season 2	17360000	2
2022-02-06	TV (English)	9	Ozark	Ozark: Season 3	17210000	2
2022-02-06	TV (English)	10	The Sinner	The Sinner: Season 4: Percy	16690000	2
2022-02-06	TV (Non-English)	1	All of Us Are Dead	All of Us Are Dead: Season 1	236230000	2
2022-02-06	TV (Non-English)	2	Café con aroma de mujer	Café con aroma de mujer: Season 1	65860000	6
2022-02-06	TV (Non-English)	3	Dark Desire	Dark Desire: Season 2	49590000	1
2022-02-06	TV (Non-English)	4	I Am Georgina	I Am Georgina: Season 1	28740000	2
2022-02-06	TV (Non-English)	5	Dark Desire	Dark Desire: Season 1	24990000	1
2022-02-06	TV (Non-English)	6	Our Beloved Summer	Our Beloved Summer: Season 1	16030000	7
2022-02-06	TV (Non-English)	7	Feria: The Darkest Light	Feria: The Darkest Light: Season 1	15960000	1
2022-02-06	TV (Non-English)	8	The Queen of Flow	The Queen of Flow: Season 2	15050000	12
2022-02-06	TV (Non-English)	9	Boruto: Naruto Next Generations	Boruto: Naruto Next Generations: Season 1	14360000	1
2022-02-06	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11210000	11
2022-01-30	Films (English)	1	The Royal Treatment	N/A	26580000	2
2022-01-30	Films (English)	2	Home Team	N/A	21050000	1
2022-01-30	Films (English)	3	Munich – The Edge of War	N/A	17320000	2
2022-01-30	Films (English)	4	Don't Look Up	N/A	10250000	6
2022-01-30	Films (English)	5	The Secret Life of Pets 2	N/A	7850000	3
2022-01-30	Films (English)	6	Red Notice	N/A	6540000	12
2022-01-30	Films (English)	7	Hotel Transylvania 3: Summer Vacation	N/A	6280000	5
2022-01-30	Films (English)	8	Brazen	N/A	5840000	3
2022-01-30	Films (English)	9	The Possession of Hannah Grace	N/A	5760000	1
2022-01-30	Films (English)	10	A Perfect Enemy	N/A	4870000	1
2022-01-30	Films (Non-English)	1	My Father's Violin	N/A	12380000	2
2022-01-30	Films (Non-English)	2	Amandla	N/A	7990000	2
2022-01-30	Films (Non-English)	3	أصحاب ...ولا أعزّ	N/A	4690000	2
2022-01-30	Films (Non-English)	4	Shyam Singha Roy	N/A	2880000	2
2022-01-30	Films (Non-English)	5	Lost Bullet	N/A	2630000	2
2022-01-30	Films (Non-English)	6	How I Fell in Love with a Gangster	N/A	2610000	4
2022-01-30	Films (Non-English)	7	Photocopier	N/A	1740000	3
2022-01-30	Films (Non-English)	8	Blood Red Sky	N/A	1690000	11
2022-01-30	Films (Non-English)	9	Rogue City	N/A	1400000	2
2022-01-30	Films (Non-English)	10	Vicky and Her Mystery	N/A	1400000	6
2022-01-30	TV (English)	1	Ozark	Ozark: Season 4	96340000	2
2022-01-30	TV (English)	2	The Woman in the House Across the Street from the Girl in the Window	The Woman in the House Across the Street from the Girl in the Window: Season 1	40080000	1
2022-01-30	TV (English)	3	Archive 81	Archive 81: Season 1	36270000	3
2022-01-30	TV (English)	4	Ozark	Ozark: Season 1	35230000	2
2022-01-30	TV (English)	5	Too Hot to Handle	Too Hot to Handle: Season 3	31740000	2
2022-01-30	TV (English)	6	In From the Cold	In From the Cold: Season 1	24720000	1
2022-01-30	TV (English)	7	Ozark	Ozark: Season 2	21540000	1
2022-01-30	TV (English)	8	The Sinner	The Sinner: Season 4: Percy	21320000	1
2022-01-30	TV (English)	9	Ozark	Ozark: Season 3	20280000	1
2022-01-30	TV (English)	10	Riverdale	Riverdale: Season 5	16460000	1
2022-01-30	TV (Non-English)	1	All of Us Are Dead	All of Us Are Dead: Season 1	124790000	1
2022-01-30	TV (Non-English)	2	Café con aroma de mujer	Café con aroma de mujer: Season 1	82750000	5
2022-01-30	TV (Non-English)	3	I Am Georgina	I Am Georgina: Season 1	30630000	1
2022-01-30	TV (Non-English)	4	Neymar: The Perfect Chaos	Neymar: The Perfect Chaos: Limited Series	26340000	1
2022-01-30	TV (Non-English)	5	Our Beloved Summer	Our Beloved Summer: Season 1	22730000	6
2022-01-30	TV (Non-English)	6	The Queen of Flow	The Queen of Flow: Season 2	17800000	11
2022-01-30	TV (Non-English)	7	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11730000	10
2022-01-30	TV (Non-English)	8	Summer Heat	Summer Heat: Season 1	11470000	1
2022-01-30	TV (Non-English)	9	El marginal	El marginal: Season 4	10710000	2
2022-01-30	TV (Non-English)	10	Carinha de Anjo	Carinha de Anjo: Season 1	10400000	15
2022-01-23	Films (English)	1	The Royal Treatment	N/A	42490000	1
2022-01-23	Films (English)	2	Brazen	N/A	28570000	2
2022-01-23	Films (English)	3	Don't Look Up	N/A	17130000	5
2022-01-23	Films (English)	4	The Secret Life of Pets 2	N/A	16800000	2
2022-01-23	Films (English)	5	Riverdance: The Animated Adventure	N/A	11840000	2
2022-01-23	Films (English)	6	Munich – The Edge of War	N/A	11110000	1
2022-01-23	Films (English)	7	After We Fell	N/A	8980000	1
2022-01-23	Films (English)	8	Red Notice	N/A	7310000	11
2022-01-23	Films (English)	9	Back to the Outback	N/A	6320000	7
2022-01-23	Films (English)	10	Mother/Android	N/A	5330000	3
2022-01-23	Films (Non-English)	1	How I Fell in Love with a Gangster	N/A	8690000	3
2022-01-23	Films (Non-English)	2	Photocopier	N/A	6920000	2
2022-01-23	Films (Non-English)	3	Shyam Singha Roy	N/A	3590000	1
2022-01-23	Films (Non-English)	4	My Father's Violin	N/A	3170000	1
2022-01-23	Films (Non-English)	5	أصحاب ...ولا أعزّ	N/A	2670000	1
2022-01-23	Films (Non-English)	6	Rogue City	N/A	2450000	1
2022-01-23	Films (Non-English)	7	Amandla	N/A	2380000	1
2022-01-23	Films (Non-English)	8	Lost Bullet	N/A	2050000	1
2022-01-23	Films (Non-English)	9	Blood Red Sky	N/A	1870000	10
2022-01-23	Films (Non-English)	10	Vicky and Her Mystery	N/A	1780000	5
2022-01-23	TV (English)	1	Ozark	Ozark: Season 4	77010000	1
2022-01-23	TV (English)	2	Archive 81	Archive 81: Season 1	70980000	2
2022-01-23	TV (English)	3	Too Hot to Handle	Too Hot to Handle: Season 3	41100000	1
2022-01-23	TV (English)	4	Stay Close	Stay Close: Limited Series	26980000	4
2022-01-23	TV (English)	5	Ozark	Ozark: Season 1	24480000	1
2022-01-23	TV (English)	6	Cobra Kai	Cobra Kai: Season 4	23840000	4
2022-01-23	TV (English)	7	The Witcher	The Witcher: Season 2	22640000	6
2022-01-23	TV (English)	8	Manifest	Manifest: Season 1	20760000	9
2022-01-23	TV (English)	9	Cheer	Cheer: Season 2	20700000	2
2022-01-23	TV (English)	10	Emily in Paris	Emily in Paris: Season 2	18240000	5
2022-01-23	TV (Non-English)	1	Café con aroma de mujer	Café con aroma de mujer: Season 1	96360000	4
2022-01-23	TV (Non-English)	2	El marginal	El marginal: Season 4	21730000	1
2022-01-23	TV (Non-English)	3	The Queen of Flow	The Queen of Flow: Season 2	21200000	10
2022-01-23	TV (Non-English)	4	Our Beloved Summer	Our Beloved Summer: Season 1	19740000	5
2022-01-23	TV (Non-English)	5	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11640000	9
2022-01-23	TV (Non-English)	6	Yeh Kaali Kaali Ankhein	Yeh Kaali Kaali Ankhein: Season 1	11260000	1
2022-01-23	TV (Non-English)	7	Carinha de Anjo	Carinha de Anjo: Season 1	10690000	14
2022-01-23	TV (Non-English)	8	Squid Game	Squid Game: Season 1	10200000	19
2022-01-23	TV (Non-English)	9	Money Heist	Money Heist: Part 5	10000000	14
2022-01-23	TV (Non-English)	10	The Queen of Flow	The Queen of Flow: Season 1	9950000	8
2022-01-16	Films (English)	1	Brazen	N/A	45340000	1
2022-01-16	Films (English)	2	Don't Look Up	N/A	28390000	4
2022-01-16	Films (English)	3	Mother/Android	N/A	23170000	2
2022-01-16	Films (English)	4	The Secret Life of Pets 2	N/A	9390000	1
2022-01-16	Films (English)	5	Just Go With It	N/A	8790000	3
2022-01-16	Films (English)	6	Red Notice	N/A	8710000	10
2022-01-16	Films (English)	7	Back to the Outback	N/A	8710000	6
2022-01-16	Films (English)	8	Tides	N/A	8470000	1
2022-01-16	Films (English)	9	Riverdance: The Animated Adventure	N/A	7860000	1
2022-01-16	Films (English)	10	The Clovehitch Killer	N/A	7000000	1
2022-01-16	Films (Non-English)	1	How I Fell in Love with a Gangster	N/A	11510000	2
2022-01-16	Films (Non-English)	2	Four to Dinner	N/A	4750000	2
2022-01-16	Films (Non-English)	3	The Wasteland	N/A	4640000	2
2022-01-16	Films (Non-English)	4	Chandigarh Kare Aashiqui	N/A	4610000	2
2022-01-16	Films (Non-English)	5	Photocopier	N/A	4440000	1
2022-01-16	Films (Non-English)	6	Major Grom: Plague Doctor	N/A	3120000	6
2022-01-16	Films (Non-English)	7	Minnal Murali	N/A	2510000	4
2022-01-16	Films (Non-English)	8	Vicky and Her Mystery	N/A	2070000	4
2022-01-16	Films (Non-English)	9	Lulli	N/A	2000000	3
2022-01-16	Films (Non-English)	10	Sin Nombre	N/A	1830000	2
2022-01-16	TV (English)	1	Stay Close	Stay Close: Limited Series	53720000	3
2022-01-16	TV (English)	2	Cobra Kai	Cobra Kai: Season 4	41240000	3
2022-01-16	TV (English)	3	The Witcher	The Witcher: Season 2	34350000	5
2022-01-16	TV (English)	4	Emily in Paris	Emily in Paris: Season 2	30020000	4
2022-01-16	TV (English)	5	Cheer	Cheer: Season 2	29080000	1
2022-01-16	TV (English)	6	Manifest	Manifest: Season 1	28120000	8
2022-01-16	TV (English)	7	Archive 81	Archive 81: Season 1	22220000	1
2022-01-16	TV (English)	8	The Witcher	The Witcher: Season 1	18580000	6
2022-01-16	TV (English)	9	Manifest	Manifest: Season 2	14810000	3
2022-01-16	TV (English)	10	Cobra Kai	Cobra Kai: Season 3	13950000	2
2022-01-16	TV (Non-English)	1	Café con aroma de mujer	Café con aroma de mujer: Season 1	98850000	3
2022-01-16	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	24210000	9
2022-01-16	TV (Non-English)	3	Rebelde	Rebelde: Season 1	23880000	2
2022-01-16	TV (Non-English)	4	Single’s Inferno	Single’s Inferno: Season 1	19250000	3
2022-01-16	TV (Non-English)	5	Our Beloved Summer	Our Beloved Summer: Season 1	18710000	4
2022-01-16	TV (Non-English)	6	Undercover	Undercover: Season 3	16830000	1
2022-01-16	TV (Non-English)	7	Money Heist	Money Heist: Part 5	13000000	13
2022-01-16	TV (Non-English)	8	Undercover	Undercover: Season 1	12070000	1
2022-01-16	TV (Non-English)	9	Carinha de Anjo	Carinha de Anjo: Season 1	11860000	13
2022-01-16	TV (Non-English)	10	Squid Game	Squid Game: Season 1	11780000	18
2022-01-09	Films (English)	1	Don't Look Up	N/A	58200000	3
2022-01-09	Films (English)	2	Mother/Android	N/A	29730000	1
2022-01-09	Films (English)	3	The Lost Daughter	N/A	20370000	2
2022-01-09	Films (English)	4	Back to the Outback	N/A	12430000	5
2022-01-09	Films (English)	5	The Unforgivable	N/A	11340000	5
2022-01-09	Films (English)	6	Red Notice	N/A	11090000	9
2022-01-09	Films (English)	7	Just Go With It	N/A	10530000	2
2022-01-09	Films (English)	8	Journey 2: The Mysterious Island	N/A	10520000	2
2022-01-09	Films (English)	9	Seal Team	N/A	10310000	1
2022-01-09	Films (English)	10	The Longest Yard	N/A	9960000	1
2022-01-09	Films (Non-English)	1	The Wasteland	N/A	11930000	1
2022-01-09	Films (Non-English)	2	Four to Dinner	N/A	7440000	1
2022-01-09	Films (Non-English)	3	How I Fell in Love with a Gangster	N/A	6150000	1
2022-01-09	Films (Non-English)	4	Chandigarh Kare Aashiqui	N/A	5300000	1
2022-01-09	Films (Non-English)	5	Minnal Murali	N/A	5080000	3
2022-01-09	Films (Non-English)	6	Lulli	N/A	4020000	2
2022-01-09	Films (Non-English)	7	Vicky and Her Mystery	N/A	3830000	3
2022-01-09	Films (Non-English)	8	Major Grom: Plague Doctor	N/A	2830000	5
2022-01-09	Films (Non-English)	9	STAND BY ME Doraemon 2	N/A	2410000	3
2022-01-09	Films (Non-English)	10	Sin Nombre	N/A	2300000	1
2022-01-09	TV (English)	1	Cobra Kai	Cobra Kai: Season 4	107810000	2
2022-01-09	TV (English)	2	Stay Close	Stay Close: Limited Series	91180000	2
2022-01-09	TV (English)	3	The Witcher	The Witcher: Season 2	57340000	4
2022-01-09	TV (English)	4	Emily in Paris	Emily in Paris: Season 2	50540000	3
2022-01-09	TV (English)	5	Manifest	Manifest: Season 1	30160000	7
2022-01-09	TV (English)	6	The Witcher	The Witcher: Season 1	28510000	5
2022-01-09	TV (English)	7	Cobra Kai	Cobra Kai: Season 1	23850000	2
2022-01-09	TV (English)	8	Queer Eye	Queer Eye: Season 6	23060000	2
2022-01-09	TV (English)	9	Cobra Kai	Cobra Kai: Season 3	20100000	1
2022-01-09	TV (English)	10	Cobra Kai	Cobra Kai: Season 2	19340000	1
2022-01-09	TV (Non-English)	1	Café con aroma de mujer	Café con aroma de mujer: Season 1	82980000	2
2022-01-09	TV (Non-English)	2	Rebelde	Rebelde: Season 1	33180000	1
2022-01-09	TV (Non-English)	3	The Queen of Flow	The Queen of Flow: Season 2	28480000	8
2022-01-09	TV (Non-English)	4	Single’s Inferno	Single’s Inferno: Season 1	25800000	2
2022-01-09	TV (Non-English)	5	The Silent Sea	The Silent Sea: Season 1	19710000	3
2022-01-09	TV (Non-English)	6	Money Heist	Money Heist: Part 5	18770000	12
2022-01-09	TV (Non-English)	7	Our Beloved Summer	Our Beloved Summer: Season 1	15950000	3
2022-01-09	TV (Non-English)	8	Squid Game	Squid Game: Season 1	14980000	17
2022-01-09	TV (Non-English)	9	Kitz	Kitz: Season 1	14650000	1
2022-01-09	TV (Non-English)	10	Daughter From Another Mother	Daughter From Another Mother: Season 2	13340000	3
2022-01-02	Films (English)	1	Don't Look Up	N/A	152290000	2
2022-01-02	Films (English)	2	The Unforgivable	N/A	21310000	4
2022-01-02	Films (English)	3	The Lost Daughter	N/A	18260000	1
2022-01-02	Films (English)	4	Back to the Outback	N/A	17720000	4
2022-01-02	Films (English)	5	Red Notice	N/A	14540000	8
2022-01-02	Films (English)	6	Spider-Man: Homecoming	N/A	14180000	3
2022-01-02	Films (English)	7	Fast & Furious Presents: Hobbs & Shaw	N/A	12870000	2
2022-01-02	Films (English)	8	Death to 2021	N/A	10380000	1
2022-01-02	Films (English)	9	Journey 2: The Mysterious Island	N/A	5440000	1
2022-01-02	Films (English)	10	Spider-Man	N/A	5430000	1
2022-01-02	Films (Non-English)	1	Lulli	N/A	15210000	1
2022-01-02	Films (Non-English)	2	Vicky and Her Mystery	N/A	15160000	2
2022-01-02	Films (Non-English)	3	Minnal Murali	N/A	11440000	2
2022-01-02	Films (Non-English)	4	STAND BY ME Doraemon 2	N/A	6730000	2
2022-01-02	Films (Non-English)	5	1000 Miles from Christmas	N/A	6650000	2
2022-01-02	Films (Non-English)	6	Intervenção	N/A	3650000	1
2022-01-02	Films (Non-English)	7	The Whole Truth	N/A	2780000	5
2022-01-02	Films (Non-English)	8	Anonymously Yours	N/A	2060000	4
2022-01-02	Films (Non-English)	9	The Hand of God	N/A	2000000	3
2022-01-02	Films (Non-English)	10	Sooryavanshi	N/A	1970000	5
2022-01-02	TV (English)	1	Cobra Kai	Cobra Kai: Season 4	120060000	1
2022-01-02	TV (English)	2	The Witcher	The Witcher: Season 2	94270000	3
2022-01-02	TV (English)	3	Emily in Paris	Emily in Paris: Season 2	91980000	2
2022-01-02	TV (English)	4	The Witcher	The Witcher: Season 1	42890000	4
2022-01-02	TV (English)	5	Stay Close	Stay Close: Limited Series	31290000	1
2022-01-02	TV (English)	6	Emily in Paris	Emily in Paris: Season 1	25170000	2
2022-01-02	TV (English)	7	Queer Eye	Queer Eye: Season 6	14420000	1
2022-01-02	TV (English)	8	Cobra Kai	Cobra Kai: Season 1	13450000	1
2022-01-02	TV (English)	9	Crime Scene: The Times Square Killer	Crime Scene: The Times Square Killer: Limited Series	13070000	1
2022-01-02	TV (English)	10	WWII in Color: Road to Victory	WWII in Color: Road to Victory: Season 1	12680000	2
2022-01-02	TV (Non-English)	1	The Silent Sea	The Silent Sea: Season 1	47830000	2
2022-01-02	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	29530000	7
2022-01-02	TV (Non-English)	3	Money Heist	Money Heist: Part 5	26310000	11
2022-01-02	TV (Non-English)	4	Daughter From Another Mother	Daughter From Another Mother: Season 2	24000000	2
2022-01-02	TV (Non-English)	5	Café con aroma de mujer	Café con aroma de mujer: Season 1	23230000	1
2022-01-02	TV (Non-English)	6	Squid Game	Squid Game: Season 1	18110000	16
2022-01-02	TV (Non-English)	7	The Girl from Oslo	The Girl from Oslo: Season 1	17460000	2
2022-01-02	TV (Non-English)	8	Single’s Inferno	Single’s Inferno: Season 1	17150000	1
2022-01-02	TV (Non-English)	9	Our Beloved Summer	Our Beloved Summer: Season 1	13840000	2
2022-01-02	TV (Non-English)	10	The Queen of Flow	The Queen of Flow: Season 1	11280000	7
